p_subj,p_item
0.016413932129230542,0.3701361915980854
4.2290049394196545e-13,0.048962677221168115
6.877276693962797e-8,0.041896423457788386
7.362001750654156e-12,0.016797852924637587
2.233559779030633e-19,0.0024760108165092264
3.021399587880397e-21,4.0555801212937745e-4
8.781726459229272e-12,0.007278646808501361
0.045284959558457835,0.5777753586925382
4.4831741481549333e-7,0.06285495774164426
8.2445771088645e-12,0.01945912615532207
1.1688627381575505e-11,0.02743983151048906
1.3013995473744314e-12,0.013891795677330652
3.678546063078282e-14,0.008651723307230933
4.7248931767192336e-4,0.26682128008728845
3.346030184324409e-10,0.06636718902835317
3.801249185086192e-9,0.04144705977162224
4.413307188678775e-9,0.043098482440187436
4.1239298088283587e-16,0.021781208187085496
4.0409384473262634e-13,0.02045189871806721
1.3597840316433199e-10,0.06018677587223482
4.882141906181405e-11,0.007701484169825043
1.9610941354760563e-16,0.012549677574509827
2.0409641839373827e-10,0.06090643154439641
1.3565127847286506e-9,0.03960333544162811
3.43269981371752e-12,0.00397476486303776
3.4425625809849944e-22,4.6749966755609365e-4
1.265411916093529e-16,0.0015065442455929083
2.3068312456276927e-5,0.21309776716146775
1.736589777456294e-9,0.0199492022291002
9.4609696720034e-8,0.09381977365316287
1.5645481416425116e-9,0.07050531390039708
2.553165996648032e-12,0.06980877421320615
3.6541967509763314e-4,0.2568843858042711
1.4038230972638679e-9,0.04595903441170282
3.978242429081446e-7,0.14680237642702643
6.969326321683865e-7,0.1558854792833064
3.4096222629035578e-12,0.026951281308281855
7.861218650021243e-9,0.018449455809274835
8.046051143709321e-5,0.19925979765661608
0.5232215180561817,0.8653404288612165
7.338735447911235e-26,2.5371028105444484e-5
1.7662115017613017e-4,0.2877385727593858
1.4964591012198502e-13,0.01429232625405242
2.3069139285086607e-11,0.0547790978460453
1.9925747946182464e-16,0.0038854699850549056
6.295470451644599e-8,0.06409108341000355
2.007560924780791e-7,0.057975917658131496
5.0794524687225996e-15,0.013763328735219628
2.14257217320303e-12,0.05737251535762415
2.324832218574536e-18,0.0018037303654333085
0.3076995320747677,0.7505691937390695
3.621276767097588e-24,0.0013176480366986995
2.1134015744253554e-14,0.013877825078524223
9.892354434570857e-22,0.0032146063215663756
5.434228859966897e-7,0.022777548453397342
6.06036672353698e-19,0.0032549940851142986
7.185355499007924e-11,0.021267992168312363
3.052220157442317e-12,0.012466643256592774
2.775093222163807e-7,0.13063360533850504
3.2547624016300445e-11,0.008455019776641409
1.1951820506092522e-13,0.020107269091635384
1.6087797161864733e-13,0.022300223688130005
6.746152234508166e-20,0.014798882728275805
8.458934173519315e-20,0.001004444916475163
2.0052522012865897e-22,0.00197099700061218
2.255596360432068e-4,0.3034703976942044
8.032133063915819e-21,0.0011474474729605973
2.4642457341057178e-8,0.051782003557456296
2.5601340613146616e-4,0.23553462440778952
0.17659588471706017,0.7064410761588782
3.5835006265470123e-9,0.07934961396559514
3.3149036240222324e-13,0.013784401695243267
4.129751892724189e-4,0.23399973427623316
0.052072349321200986,0.6514856534849409
1.6193459818739735e-4,0.31726257025818777
1.298665714820143e-16,0.004273872353033323
5.221913724764904e-11,0.03520646265812193
1.7466453073897708e-15,0.019024294780564506
0.0060324804650978585,0.4336501295340015
1.427340418197385e-13,0.0243631808793121
2.1536629742254016e-17,0.010199945851702927
6.732613632538315e-16,0.008978969809946676
6.88436450966442e-14,0.008238303923442445
0.00406726099820252,0.3864704587959691
6.494162153061437e-24,2.4206266919362093e-4
1.1504766743773513e-14,0.019303576693720646
0.0784690619441666,0.5300473832531463
2.3967546513228606e-13,0.0013827781557514862
1.2078866583398467e-10,0.030256753719630946
1.3753348060998526e-14,0.016883894214578345
4.963074933005613e-9,0.07138671057741452
8.285059240840781e-19,0.006759192454978325
2.0130212833578099e-4,0.22408641442290134
4.93107432237167e-16,0.006916178787631281
3.712117589256885e-20,0.003390314311057938
7.026752828669068e-10,0.0563468841987952
1.6451476846008675e-5,0.20996485580640956
1.0624889224823577e-10,0.122989156733459
4.555885422698412e-17,0.00876725053822879
2.4203366322422188e-14,0.01791042329230674
8.638341419438667e-9,0.06877076197440597
1.0737201105879808e-9,0.10496638236887924
2.5332666062792287e-15,0.004111961222667164
7.901230349054784e-13,0.01886102085171873
1.3595028270001367e-10,0.02662930596958381
1.8881726266101102e-10,0.020389487105325826
2.1982955029103484e-8,0.06100871894000254
3.5986313191220194e-13,0.04273238774522885
6.615814496765846e-11,0.010975114085229814
2.3385339951275723e-7,0.14736447305597225
3.578289210981953e-15,0.009658686920759132
9.596982692121542e-6,0.1752098717473402
4.055850639065834e-7,0.135901654334508
0.06574966208923384,0.5186899347572786
1.5319626722994302e-10,0.029461750462882637
1.6490299276406962e-24,3.3745804283983927e-4
4.629070921881596e-17,0.005412147584733625
4.621787361090649e-22,0.002511417326397117
0.03900533453856243,0.5625635793990671
8.922819831182402e-15,0.017205397484400534
0.6059176552417809,0.8704546247700216
0.5414272168667902,0.8719257211085363
1.3303089150685736e-5,0.14110622881416915
7.15618906883815e-27,6.648309267747226e-5
0.24286037262861374,0.7093942782843151
1.1012698502560818e-12,0.01081204722071247
1.465281094256648e-9,0.07364490572623476
3.843225656287063e-15,0.017281727902842606
8.234645012697385e-12,0.014221177973822581
0.6352901347886344,0.8804630098104997
0.02651523121385892,0.5715064307591156
9.856081556449788e-13,0.01551289846708064
5.804547565504274e-6,0.1645953586451605
2.0521130876829906e-13,0.0017832199015930222
0.0011993237895159329,0.27518304400377724
8.565890759814242e-10,0.04224099492374692
9.853742049020202e-12,0.04839147772529162
0.00035849361952784296,0.4710735825872967
0.7847675097840677,0.9352027272883829
7.628765620751015e-7,0.09914832238787255
1.0948512241996486e-7,0.07884913128716513
2.0492516358174646e-9,0.05838969623506161
1.6401539432213542e-6,0.1460607201563632
3.531401443695307e-6,0.09461087805312104
0.059662350486061264,0.5157321577469822
0.014973860317333937,0.4720580109850354
3.8441081131485285e-11,0.01719392633252006
1.5592370741249048e-10,0.017369672294089054
